,title,genres
1642,The Hills Have Eyes,"Horror, Thriller"
1643,The Ninth Gate,"Mystery, Thriller, Horror"
1644,Jeepers Creepers,"Horror, Thriller, Mystery"
1645,The SpongeBob Movie: Sponge on the Run,"Family, Animation, Fantasy, Adventure, Comedy"
1646,Mr. Popper's Penguins,"Comedy, Family"
1647,Oculus,Horror
1648,Next,"Action, Science Fiction, Thriller"
1649,The Name of the Rose,"Drama, Thriller, Mystery"
1650,Beautiful Creatures,"Fantasy, Drama, Romance"
1651,The Spectacular Now,"Comedy, Drama, Romance"
1652,Dragon Ball Super: Broly,"Action, Science Fiction, Animation"
1653,The Grudge,"Horror, Mystery, Thriller"
1654,The Thin Red Line,"Drama, History, War"
1655,The Nutty Professor,"Fantasy, Comedy, Romance, Science Fiction"
1656,RocknRolla,"Action, Crime, Thriller"
1657,Addams Family Values,"Comedy, Family, Fantasy"
1658,Big Trouble in Little China,"Comedy, Action, Adventure, Fantasy"
1659,All the Bright Places,"Romance, Drama"
1660,The Seventh Seal,"Fantasy, Drama"
1661,They Live,"Science Fiction, Action"
1662,From Russia with Love,"Action, Thriller, Adventure"
1663,Arthur and the Invisibles,"Adventure, Fantasy, Animation, Family"
1664,Lawrence of Arabia,"Adventure, Drama, History, War"
1665,Alvin and the Chipmunks: The Squeakquel,"Comedy, Family, Animation, Fantasy, Music"
1666,Poltergeist,Horror
1667,Shallow Hal,"Comedy, Romance"
1668,The Ritual,"Horror, Thriller, Mystery"
1669,Palm Springs,"Comedy, Romance, Science Fiction"
1670,Let the Right One In,"Horror, Drama"
1671,Insidious: The Last Key,"Horror, Mystery, Thriller"
1672,Nomadland,Drama
1673,Instant Family,Comedy
1674,The Bodyguard,"Thriller, Action, Drama, Music, Romance"
1675,Air Force One,"Action, Thriller"
1676,Dog Day Afternoon,"Crime, Drama, Thriller"
1677,Nymphomaniac: Vol. II,"Drama, Mystery"
1678,Spaceballs,"Comedy, Science Fiction"
1679,Jack Ryan: Shadow Recruit,"Action, Drama, Thriller"
1680,The Orphanage,"Horror, Drama, Thriller"
1681,Saw 3D,"Horror, Crime"
1682,The Thing,"Horror, Science Fiction, Mystery, Thriller"
1683,The Wind Rises,"Drama, Animation, War"
1684,The Bounty Hunter,"Comedy, Action, Romance"
1685,The Legend of Zorro,"Action, Adventure, Western"
1686,The Two Popes,"Drama, Comedy, History"
1687,Babe,"Fantasy, Drama, Comedy, Family"
1688,Office Space,Comedy
1689,Flipped,"Romance, Drama"
1690,The Best Offer,"Drama, Romance, Crime"
1691,Devil,"Horror, Mystery, Thriller"
1692,Ferdinand,"Animation, Family, Adventure, Comedy"
1693,Moonfall,"Science Fiction, Adventure, Action"
1694,The World Is Not Enough,"Adventure, Action, Thriller"
1695,The Next Three Days,"Romance, Drama, Thriller, Crime"
1696,Along Came Polly,"Comedy, Romance"
1697,Child's Play,Horror
1698,Beastly,"Drama, Fantasy, Romance"
1699,Bedtime Stories,"Fantasy, Comedy, Family, Romance"
1700,Date Night,"Comedy, Action, Adventure"
1701,Suspiria,Horror
1702,Project Power,"Action, Crime, Science Fiction"
1703,Run All Night,"Action, Crime, Thriller"
1704,A Walk Among the Tombstones,"Crime, Drama, Mystery, Thriller"
1705,12 Strong,"War, Drama, Action, History"
1706,The Lost City of Z,"Adventure, Drama, History"
1707,Eagle Eye,"Mystery, Thriller, Action"
1708,Walk the Line,"Drama, Music, Romance"
1709,Lethal Weapon 3,"Adventure, Action, Comedy, Thriller, Crime"
1710,The Dreamers,"Drama, Romance"
1711,Coach Carter,"Drama, History"
1712,Hotel Rwanda,"Drama, History, War"
1713,Overlord,"Horror, War, Science Fiction"
1714,The Life Aquatic with Steve Zissou,"Adventure, Comedy, Drama"
1715,Mr. Bean's Holiday,"Family, Comedy"
1716,Jarhead,"Drama, War"
1717,The SpongeBob SquarePants Movie,"Family, Animation, Comedy, Fantasy, Adventure"
1718,Good Time,"Crime, Thriller"
1719,The Darkest Minds,"Action, Adventure, Drama"
1720,Den of Thieves,"Action, Thriller, Crime"
1721,Beowulf,"Adventure, Action, Animation"
1722,American Ultra,"Comedy, Action"
1723,Scary Movie 5,Comedy
1724,Pan,"Fantasy, Adventure, Family, Action"
1725,The Little Prince,"Adventure, Animation, Fantasy, Family"
1726,The Abyss,"Adventure, Action, Thriller, Science Fiction"
1727,Dune,"Action, Science Fiction, Adventure"
1728,Desperado,"Thriller, Action, Crime"
1729,Friday the 13th,Horror
1730,Cheaper by the Dozen,"Comedy, Family"
1731,Seven Years in Tibet,"Adventure, Drama, History"
1732,Buried,"Drama, Thriller, Mystery"
1733,Let's Be Cops,Comedy
1734,Crank: High Voltage,"Action, Thriller, Crime"
1735,Irreversible,"Drama, Thriller, Crime"
1736,Meet the Robinsons,"Animation, Comedy, Family"
1737,Aliens vs Predator: Requiem,"Fantasy, Action, Science Fiction, Thriller, Horror"
1738,The Mitchells vs. the Machines,"Animation, Adventure, Comedy"
1739,Roald Dahl's The Witches,"Family, Comedy, Fantasy, Horror"
1740,Spies in Disguise,"Animation, Action, Adventure, Comedy, Family"
1741,We Need to Talk About Kevin,"Drama, Thriller"
1742,The Punisher,"Action, Crime, Drama"
1743,The Rocky Horror Picture Show,"Comedy, Science Fiction, Fantasy, Horror"
1744,Bridget Jones: The Edge of Reason,"Comedy, Romance"
1745,From Hell,"Horror, Mystery, Thriller"
1746,Greyhound,"War, Action, Drama"
1747,47 Meters Down,"Thriller, Adventure, Horror"
1748,Paths of Glory,"Drama, War"
1749,Going in Style,"Crime, Comedy"
1750,Mud,Drama
1751,Coherence,"Thriller, Science Fiction"
1752,Idiocracy,"Comedy, Science Fiction, Adventure"
1753,The Secret World of Arrietty,"Fantasy, Animation, Family"
1754,You Were Never Really Here,"Crime, Drama, Thriller"
1755,The Imaginarium of Doctor Parnassus,"Adventure, Fantasy, Mystery"
1756,The Last Stand,"Action, Crime, Thriller"
1757,Dragon Ball Super: Super Hero,"Animation, Science Fiction, Action"
1758,LOL,"Drama, Comedy, Romance"
1759,The Descendants,"Comedy, Drama"
1760,The Change-Up,Comedy
1761,The Brothers Grimm,"Adventure, Fantasy, Action, Comedy, Thriller"
1762,Mad Max Beyond Thunderdome,"Action, Adventure, Science Fiction"
1763,Café Society,"Comedy, Drama, Romance"
1764,The Exorcism of Emily Rose,"Crime, Drama, Horror, Thriller"
1765,Epic,"Animation, Adventure, Family, Fantasy"
1766,Barry Lyndon,"Drama, Romance, War"
1767,Mommy,Drama
1768,Nightmare Alley,"Thriller, Crime, Drama"
1769,Christopher Robin,"Adventure, Comedy, Family, Fantasy"
1770,Escape from Alcatraz,"Drama, Thriller"
1771,The Fountain,"Drama, Adventure, Science Fiction, Romance"
1772,Open Season,"Animation, Family, Adventure, Comedy"
1773,Commando,"Action, Adventure, Thriller"
1774,August Rush,"Family, Drama, Music"
1775,1922,"Horror, Crime, Drama"
1776,The Host,"Horror, Drama, Science Fiction"
1777,Get Hard,Comedy
1778,I Know What You Did Last Summer,"Horror, Thriller, Mystery"
1779,Mortdecai,"Comedy, Adventure"
1780,Event Horizon,"Horror, Science Fiction, Mystery"
1781,Dark City,"Mystery, Science Fiction"
1782,That Awkward Moment,"Comedy, Romance"
1783,30 Days of Night,"Horror, Thriller"
1784,Ouija,Horror
1785,The Florida Project,Drama
1786,The Break-Up,"Romance, Comedy"
1787,The Lake House,"Drama, Mystery, Romance"
1788,Kung Fu Hustle,"Action, Comedy, Crime, Fantasy"
1789,We Bought a Zoo,"Drama, Comedy, Family"
1790,Scooby-Doo 2: Monsters Unleashed,"Mystery, Fantasy, Adventure, Comedy"
1791,Tucker and Dale vs. Evil,"Comedy, Horror"
1792,A Nightmare on Elm Street,"Horror, Mystery, Thriller"
1793,Inside Llewyn Davis,"Drama, Music"
1794,King Arthur,"Adventure, War, History, Action"
1795,Locke,"Drama, Thriller"
1796,The Three Musketeers,"Adventure, Action, Thriller"
1797,Marie Antoinette,"Drama, History"
1798,Confessions of a Shopaholic,"Comedy, Romance"
1799,Elemental,"Animation, Comedy, Family, Fantasy, Romance"
1800,Ben-Hur,"Action, Drama, History, Adventure"
1801,Guillermo del Toro's Pinocchio,"Animation, Fantasy, Drama, Music"
1802,Peter Pan,"Adventure, Fantasy, Family"
1803,"South Park: Bigger, Longer & Uncut","Animation, Comedy"
1804,Almost Famous,"Drama, Music"
1805,Fences,Drama
1806,Kiss Kiss Bang Bang,"Comedy, Crime, Mystery, Thriller"
1807,Set It Up,"Romance, Comedy"
1808,Last Action Hero,"Adventure, Fantasy, Action, Comedy, Family"
1809,True Romance,"Action, Crime, Romance"
1810,Green Room,"Horror, Crime, Thriller"
1811,Adrift,"Thriller, Romance, Adventure"
1812,Four Weddings and a Funeral,"Comedy, Drama, Romance"
1813,Trainwreck,"Comedy, Romance"
1814,Long Shot,"Comedy, Romance"
1815,Swordfish,"Action, Crime, Thriller"
1816,The Book of Life,"Animation, Adventure, Comedy, Family, Fantasy"
1817,Wallace & Gromit: The Curse of the Were-Rabbit,"Adventure, Animation, Comedy, Family"
1818,The House That Jack Built,"Drama, Horror, Crime, Thriller"
1819,Four Rooms,Comedy
1820,"Good Morning, Vietnam","Comedy, Drama, War"
1821,Metropolis,"Drama, Science Fiction"
1822,The Spiderwick Chronicles,"Family, Adventure, Fantasy"
1823,The Best of Me,"Drama, Romance"
1824,Wrong Turn,"Horror, Thriller"
1825,Scary Stories to Tell in the Dark,"Horror, Thriller"
1826,I Care a Lot,"Comedy, Crime, Thriller, Drama"
1827,Shazam! Fury of the Gods,"Comedy, Action, Fantasy"
1828,Remember the Titans,Drama
1829,Me and Earl and the Dying Girl,"Drama, Comedy"
1830,Man on a Ledge,"Action, Thriller, Crime"
1831,Police Academy,"Comedy, Crime"
1832,Anna,"Thriller, Action"
1833,The Texas Chainsaw Massacre,Horror
1834,Martyrs,"Horror, Drama, Thriller"
1835,Patriots Day,"Action, Crime, Drama, History, Thriller"
1836,My Best Friend's Wedding,"Comedy, Romance"
1837,To All the Boys: P.S. I Still Love You,"Romance, Comedy"
1838,Happy Gilmore,Comedy
1839,The Power of the Dog,"Drama, Western"
1840,Project Almanac,"Science Fiction, Thriller, Drama"
1841,Water for Elephants,"Drama, Romance"
1842,Alpha,"Adventure, Drama"
1843,Tinker Tailor Soldier Spy,"Drama, Thriller, Mystery"
1844,They Call Me Jeeg,"Crime, Drama, Action, Science Fiction"
1845,Lethal Weapon 4,"Action, Adventure, Comedy, Crime, Thriller"
1846,Rope,"Thriller, Crime, Drama"
1847,The Foreigner,"Action, Thriller"
1848,Legion,"Horror, Action, Fantasy"
1849,Concussion,"Drama, History"
1850,Booksmart,Comedy
1851,Flightplan,"Thriller, Drama, Mystery"
1852,Immortals,"Fantasy, Action, Drama"
1853,Chicago,"Comedy, Crime, Drama"
1854,The Invitation,"Thriller, Horror"
1855,Rings,Horror
1856,Halloween Kills,"Horror, Thriller"
1857,Colombiana,"Action, Thriller, Crime, Drama"
1858,Mowgli: Legend of the Jungle,"Adventure, Drama"
1859,Death Wish,"Action, Crime, Drama, Thriller"
1860,Gabriel's Inferno,"Romance, Drama"
1861,To Kill a Mockingbird,Drama
1862,Friday the 13th,Horror
1863,Munich,"Drama, Action, History, Thriller"
1864,Antichrist,"Drama, Horror, Thriller"
1865,Seventh Son,"Adventure, Fantasy"
1866,Cold Pursuit,"Action, Crime, Thriller"
1867,Death Becomes Her,"Comedy, Fantasy, Horror"
1868,Jingle All the Way,"Family, Comedy, Adventure"
1869,Hairspray,"Comedy, Romance, Drama"
1870,Smile,"Horror, Mystery, Thriller"
1871,The Land Before Time,"Family, Animation, Adventure"
1872,Hard Candy,"Drama, Thriller"
1873,Highlander,"Adventure, Action, Fantasy"
1874,Anchorman 2: The Legend Continues,Comedy
1875,Daddy's Home 2,Comedy
1876,No Escape,Thriller
1877,I Am Mother,"Science Fiction, Thriller"
1878,Mike and Dave Need Wedding Dates,Comedy
1879,Lost Highway,"Drama, Thriller, Mystery"
1880,Upside Down,"Romance, Science Fiction, Drama, Fantasy"
1881,Ava,"Action, Thriller, Crime"
1882,Dial M for Murder,"Thriller, Crime"
1883,The Sting,"Comedy, Crime, Drama"
1884,Amores Perros,"Drama, Thriller"
1885,In the Mood for Love,"Drama, Romance"
1886,Incendies,"Drama, War, Mystery"
1887,ParaNorman,"Family, Animation, Adventure, Comedy"
1888,Dungeons & Dragons: Honor Among Thieves,"Adventure, Fantasy, Comedy"
1889,The Hustle,"Comedy, Crime, Action"
1890,Legends of the Fall,"Adventure, Drama, Romance, War, Western"
1891,Sunset Boulevard,Drama
1892,Freddy vs. Jason,Horror
1893,The Space Between Us,"Romance, Adventure, Science Fiction, Drama"
1894,The Guilty,"Drama, Thriller"
1895,Inherent Vice,"Drama, Mystery, Comedy"
1896,After We Fell,"Romance, Drama"
1897,Hollow Man,"Action, Science Fiction, Thriller"
1898,The Dead Don't Die,"Comedy, Horror, Fantasy"
1899,S.W.A.T.,"Action, Thriller, Crime"
1900,Triangle,Horror
1901,The Secret in Their Eyes,"Crime, Mystery, Thriller, Romance, Drama"
1902,Jobs,"Drama, History"
1903,Shanghai Noon,"Adventure, Action, Comedy, Western"
1904,You're Next,"Horror, Thriller, Mystery"
1905,The Rescuers,"Fantasy, Family, Animation, Adventure"
1906,Wild,Drama
1907,Dinosaur,"Family, Animation"
1908,Gremlins 2: The New Batch,"Comedy, Horror, Fantasy"
1909,EuroTrip,Comedy
1910,Bronson,"Drama, Action, Crime"
1911,Evil Dead Rise,"Thriller, Horror"
1912,Paul Blart: Mall Cop,"Action, Adventure, Comedy, Family"
1913,Tom & Jerry,"Comedy, Family, Animation"
1914,Dogma,"Fantasy, Comedy, Adventure"
1915,Loving Vincent,"Animation, Drama, Mystery, History"
1916,Around the World in 80 Days,"Action, Adventure, Comedy"
1917,Ouija: Origin of Evil,Horror
1918,The Time Traveler's Wife,"Drama, Romance, Fantasy"
1919,Suspiria,"Drama, Horror, Mystery, Fantasy"
1920,Richard Jewell,"Drama, Crime"
1921,The Great Escape,"Adventure, Drama, History, Thriller, War"
1922,Borat Subsequent Moviefilm,Comedy
1923,Welcome to the Sticks,"Comedy, Drama, Romance"
1924,The Boss Baby: Family Business,"Animation, Comedy, Adventure, Family"
1925,The Assassination of Jesse James by the Coward Robert Ford,"Action, Drama, Western"
1926,Eat Pray Love,"Drama, Romance"
1927,Anaconda,"Adventure, Horror, Thriller"
1928,Awakenings,Drama
1929,Johnny English Strikes Again,"Action, Adventure, Comedy"
1930,Clerks,Comedy
1931,Kindergarten Cop,Comedy
1932,J. Edgar,"Drama, Crime, History"
1933,The Ides of March,Drama
1934,Surf's Up,"Animation, Comedy, Family"
1935,Sound of Metal,"Drama, Music"
1936,Hot Tub Time Machine,"Science Fiction, Comedy, Adventure"
1937,Paranormal Activity 2,"Horror, Mystery"
1938,Only God Forgives,"Drama, Thriller, Crime"
1939,The Bélier Family,"Comedy, Music, Drama"
1940,I Saw the Devil,"Thriller, Horror"
1941,Irrational Man,"Drama, Comedy, Crime"
1942,Midway,"Action, Drama, War, History, Adventure"
1943,Season of the Witch,"Adventure, Fantasy, Action"
1944,The Flintstones,"Fantasy, Comedy, Family"
1945,Rushmore,"Comedy, Drama"
1946,A Time to Kill,"Crime, Drama, Thriller"
1947,Hellraiser,"Horror, Thriller"
1948,Conan the Barbarian,"Adventure, Fantasy, Action"
1949,Don't Breathe 2,"Thriller, Horror"
1950,The Big Sick,"Comedy, Drama, Romance"
1951,Fantasy Island,"Horror, Fantasy, Adventure, Mystery"
1952,Adaptation.,"Comedy, Crime, Drama"
1953,Babylon,"Drama, Comedy"
1954,Tom Clancy's Without Remorse,"Adventure, Action, Thriller, War"
1955,Beautiful Boy,Drama
1956,Run,"Thriller, Horror, Drama"
1957,Fractured,Thriller
1958,Love,"Drama, Romance"
1959,X,Horror
1960,Safe,"Action, Crime, Thriller"
1961,Elektra,"Action, Fantasy, Science Fiction"
1962,The Curse of La Llorona,"Horror, Mystery, Thriller"
1963,Stuart Little 2,"Family, Adventure, Animation, Comedy"
1964,Deep Blue Sea,"Action, Horror, Science Fiction"
1965,Taxi,"Comedy, Action, Crime, Adventure"
1966,"Definitely, Maybe","Comedy, Romance"
1967,The Chorus,Drama
1968,The French Dispatch,"Drama, Comedy"
1969,Return to Never Land,"Adventure, Fantasy, Animation, Family"
1970,Bean,"Comedy, Family, Adventure"
1971,Snitch,"Thriller, Drama, Action"
1972,Gulliver's Travels,"Family, Comedy, Adventure, Fantasy"
1973,The Forever Purge,"Horror, Action, Thriller"
1974,Fun with Dick and Jane,Comedy
1975,Hardcore Henry,"Action, Adventure, Science Fiction"
1976,"Good Bye, Lenin!","Comedy, Drama"
1977,It's Kind of a Funny Story,"Comedy, Drama"
1978,Dirty Harry,"Action, Crime, Thriller"
1979,Hustle,"Drama, Comedy"
1980,When We First Met,"Comedy, Romance, Fantasy"
1981,Gamer,"Action, Thriller, Science Fiction"
1982,Dogville,"Crime, Drama, Thriller"
1983,Jackie,Drama
1984,Mr. Peabody & Sherman,"Animation, Adventure, Family"
1985,The Strangers,"Horror, Mystery, Thriller"
1986,Safe Haven,"Romance, Thriller"
1987,Zack and Miri Make a Porno,Comedy
1988,Eraserhead,Horror
1989,Portrait of a Lady on Fire,"Drama, Romance"
1990,The Mountain Between Us,"Drama, Adventure, Romance"
1991,The Boondock Saints,"Action, Thriller, Crime"
1992,Ghostland,"Horror, Mystery, Thriller"
1993,Judge Dredd,Science Fiction
1994,What's Your Number?,"Comedy, Romance"
1995,John Q,"Drama, Thriller, Crime"
1996,The Cable Guy,"Comedy, Drama, Thriller"
1997,Flubber,"Comedy, Family, Science Fiction"
1998,Resident Evil: Welcome to Raccoon City,"Horror, Science Fiction, Action"
1999,Mulan II,"Animation, Comedy, Family, Action"
2000,Perfect Blue,"Animation, Thriller"
2001,Night of the Living Dead,Horror
2002,The SpongeBob Movie: Sponge Out of Water,"Family, Adventure, Comedy, Fantasy, Animation"
2003,We Are Your Friends,"Drama, Music, Romance, Comedy"
2004,Ghost Ship,"Horror, Mystery, Thriller"
2005,K-PAX,"Science Fiction, Drama, Mystery"
2006,It Comes at Night,"Drama, Horror, Mystery"
2007,Enola Holmes 2,"Adventure, Mystery, Comedy, Crime"
2008,Horns,"Drama, Fantasy, Thriller"
2009,Labyrinth,"Adventure, Family, Fantasy"
2010,Peninsula,"Horror, Adventure, Action, Thriller"
2011,Pandorum,"Action, Horror, Mystery, Science Fiction, Thriller"
2012,Step Up 2: The Streets,"Music, Drama, Romance"
2013,Just Like Heaven,"Drama, Comedy, Romance, Fantasy"
2014,Before Midnight,"Romance, Drama"
2015,Ghosts of Girlfriends Past,"Fantasy, Comedy, Romance"
2016,Descendants,"Family, Music, Adventure, Comedy, Fantasy, TV Movie"
2017,The Little Things,"Crime, Drama, Thriller"
2018,25th Hour,"Crime, Drama"
2019,Storks,"Adventure, Animation, Comedy, Family"
2020,3 Idiots,"Drama, Comedy"
2021,The Man from Earth,"Science Fiction, Drama"
2022,Elite Squad,"Drama, Action, Crime"
2023,Beverly Hills Cop II,"Action, Comedy, Crime"
2024,The Little Mermaid,"Adventure, Family, Fantasy, Romance"
2025,Green Street Hooligans,"Crime, Drama"
2026,Flatliners,"Drama, Horror, Thriller"
2027,Bicycle Thieves,Drama
2028,Movie 43,Comedy
2029,Never Back Down,"Drama, Action"
2030,Manhattan,"Comedy, Drama, Romance"
2031,Anna Karenina,"Drama, Romance"
2032,A Bronx Tale,"Drama, Crime"
2033,Widows,"Crime, Thriller"
2034,Legend of the Guardians: The Owls of Ga'Hoole,"Animation, Adventure, Family, Fantasy"
2035,Sherlock: The Abominable Bride,"Crime, Drama, Mystery, TV Movie"
2036,Last Christmas,"Comedy, Romance"
2037,The Watch,"Comedy, Action, Science Fiction"
2038,Halloween,Horror
2039,I Now Pronounce You Chuck & Larry,"Comedy, Romance"
2040,Look Who's Talking,"Comedy, Romance"
2041,Cliffhanger,"Action, Adventure, Thriller"
2042,Grimsby,"Action, Comedy"
2043,Poltergeist,Horror
2044,An American Werewolf in London,"Comedy, Horror"
2045,Ronin,"Action, Thriller, Crime"
2046,Foxcatcher,"Drama, Thriller"
2047,Australia,"Adventure, Drama, Romance"
2048,The Raid 2,"Action, Crime, Thriller"
2049,Sky High,"Adventure, Comedy, Family"
2050,Point Break,"Action, Adventure, Crime, Thriller"
2051,Big Momma's House,"Crime, Comedy"
2052,A Ghost Story,"Fantasy, Drama"
2053,The Addams Family,"Family, Animation, Comedy, Fantasy"
2054,Sleepless in Seattle,"Comedy, Drama, Romance"
2055,Herbie Fully Loaded,"Comedy, Family, Adventure, Fantasy, Romance"
2056,Purple Hearts,"Romance, Drama"
2057,Wild Hogs,"Action, Adventure, Comedy"
2058,What Dreams May Come,"Drama, Fantasy, Romance"
2059,Starsky & Hutch,"Comedy, Crime"
2060,Ed Wood,"Comedy, Drama, History"
2061,Every Day,"Fantasy, Romance"
2062,Sing Street,"Comedy, Romance, Drama, Music"
2063,Never Let Me Go,"Drama, Romance, Science Fiction"
2064,Gandhi,"Drama, History"
2065,Monster,"Crime, Drama"
2066,Push,"Science Fiction, Action, Adventure, Thriller"
2067,Burlesque,"Drama, Romance"
2068,Spenser Confidential,"Comedy, Action, Thriller"
2069,The Ring Two,"Drama, Horror, Thriller"
2070,I Am Sam,Drama
2071,All the Money in the World,"Crime, History, Thriller"
2072,Ride Along,"Action, Comedy"
2073,Norbit,Comedy
2074,Gothika,"Horror, Thriller"
2075,Hostiles,"Western, Drama, History"
2076,The Princess Switch,"Romance, Comedy"
2077,Paddington 2,"Adventure, Comedy, Family"
2078,Stranger Than Fiction,"Comedy, Drama, Fantasy, Romance"
2079,The Snowman,"Crime, Thriller"
2080,Wolf Children,"Animation, Family, Drama, Fantasy, Adventure"
2081,Chaos Walking,"Fantasy, Science Fiction, Adventure"
2082,The Running Man,"Action, Science Fiction, Thriller"
2083,Case 39,"Horror, Mystery, Thriller"
2084,Zoolander 2,"Comedy, Adventure, Action"
2085,Selma,"History, Drama"
2086,The Spy Who Dumped Me,"Action, Comedy"
2087,National Lampoon's Christmas Vacation,Comedy
2088,The Legend of 1900,"Drama, Music, Romance"
2089,Punch-Drunk Love,"Romance, Drama, Comedy"
2090,The Banshees of Inisherin,"Drama, Comedy, History"
2091,Pete's Dragon,"Adventure, Family, Fantasy"
2092,The Bank Job,"Thriller, Crime, Drama"
2093,Stoker,"Drama, Horror, Thriller"
2094,Thunderball,"Adventure, Action, Thriller"
2095,Ri¢hie Ri¢h,"Comedy, Family"
2096,King Richard,"Drama, History"
2097,A Rainy Day in New York,"Comedy, Romance"
2098,Shanghai Knights,"Action, Adventure, Comedy, Western"
2099,Tears of the Sun,"War, Action, Drama"
2100,Mortal Kombat,"Action, Fantasy"
2101,Priest,"Action, Fantasy, Horror, Thriller"
2102,Superman II,"Science Fiction, Action, Adventure"
2103,Solace,"Thriller, Crime, Mystery"
2104,Men of Honor,Drama
2105,Tron,"Science Fiction, Action, Adventure"
2106,Mr. Deeds,"Comedy, Romance"
2107,Killers,"Action, Comedy, Thriller, Romance"
2108,Paprika,"Animation, Mystery, Science Fiction, Thriller"
2109,Guns Akimbo,"Action, Comedy"
2110,Ip Man 2,"Action, History, Drama"
2111,The Fundamentals of Caring,"Comedy, Drama"
2112,8½,"Fantasy, Drama"
2113,Charlie St. Cloud,"Drama, Romance"
2114,About a Boy,"Drama, Comedy, Romance"
2115,I Spit on Your Grave,"Thriller, Crime, Horror"
2116,Outbreak,"Action, Drama, Science Fiction, Thriller"
2117,The Time Machine,"Science Fiction, Adventure, Action"
2118,Reign of Fire,"Adventure, Action, Fantasy"
2119,Dead Silence,Horror
2120,Dogman,"Crime, Drama, Thriller"
2121,The Perfect Storm,"Action, Adventure, Drama, Thriller"
2122,The Smurfs 2,"Fantasy, Family, Comedy, Animation"
2123,Splice,"Horror, Science Fiction, Thriller"
2124,Twins,Comedy
2125,The First Time,"Drama, Comedy, Romance"
2126,Doom,"Action, Horror, Science Fiction"
2127,Just Mercy,"Drama, Crime, History"
2128,Trance,"Thriller, Crime, Drama, Mystery"
2129,Spy Kids 3-D: Game Over,"Action, Adventure, Comedy, Family, Science Fiction"
2130,The Men Who Stare at Goats,"Comedy, War"
2131,Meg 2: The Trench,"Action, Science Fiction, Horror"
2132,Hero,"Drama, Adventure, Action, History"
2133,Æon Flux,"Science Fiction, Action, Thriller"
2134,Paranormal Activity 3,"Horror, Mystery"
2135,The Ghost Writer,"Thriller, Mystery"
2136,Milk,"History, Drama"
2137,Pride and Prejudice and Zombies,"Romance, Horror, Comedy, Thriller"
2138,Ma,"Horror, Thriller"
2139,Kramer vs. Kramer,Drama
2140,Coming 2 America,Comedy
2141,Mile 22,"Action, Thriller"
2142,Evolution,"Comedy, Science Fiction, Action"
2143,Fear Street: 1994,"Mystery, Horror"
2144,Wayne's World,"Comedy, Music"
2145,Pi,"Mystery, Drama, Thriller"
2146,Green Zone,"War, Action, Adventure, Drama, Thriller"
2147,Hannibal Rising,"Crime, Drama, Thriller, Horror"
2148,The Amityville Horror,Horror
2149,Where Am I Going?,Comedy
2150,The Beguiled,Drama
2151,Polar,"Action, Crime, Drama"
2152,The Apartment,"Comedy, Drama, Romance"
2153,Unhinged,"Action, Thriller"
2154,The King of Comedy,"Drama, Comedy"
2155,Savages,"Crime, Drama, Thriller"
2156,Malena,Drama
2157,This Is 40,Comedy
2158,Run Lola Run,"Action, Drama, Thriller"
2159,The House with a Clock in Its Walls,"Fantasy, Family, Comedy"
2160,Freedom Writers,"Crime, Drama"
2161,Alvin and the Chipmunks: Chipwrecked,"Comedy, Fantasy, Family, Music, Animation"
2162,Spy Kids 2: The Island of Lost Dreams,"Action, Adventure, Family, Comedy, Science Fiction"
2163,Only Lovers Left Alive,"Drama, Romance"
2164,Adventureland,"Comedy, Drama"
2165,Piranha 3D,"Comedy, Horror"
2166,Camp Rock,"Family, Music, Comedy, Drama, TV Movie, Romance"
2167,New Year's Eve,"Comedy, Romance"
2168,Malignant,"Horror, Mystery, Thriller"
2169,3 Days to Kill,"Action, Drama, Thriller"
2170,Last Vegas,Comedy
2171,Shaolin Soccer,"Action, Comedy"
2172,Das Boot,"Drama, History, War"
2173,Galaxy Quest,"Comedy, Science Fiction, Adventure"
2174,The Nutcracker and the Four Realms,"Fantasy, Adventure, Family"
2175,Cinderella Man,"Romance, Drama, History"
2176,Creed III,"Drama, Action"
2177,The Drop,"Drama, Crime"
2178,Victor Frankenstein,"Drama, Science Fiction, Thriller"
2179,In the Tall Grass,"Horror, Drama, Thriller"
2180,The Naked Gun 2½: The Smell of Fear,"Comedy, Crime"
2181,Monte Carlo,"Adventure, Comedy, Romance"
2182,Once Upon a Time in Mexico,"Action, Drama, Mystery"
2183,Garfield: A Tail of Two Kitties,"Animation, Comedy, Family, Adventure"
2184,The Unholy,"Horror, Mystery"
2185,The Hate U Give,"Crime, Drama"
2186,The Human Centipede (First Sequence),Horror
2187,Sex and the City,"Comedy, Drama, Romance"
2188,Sinister 2,Horror
2189,Inkheart,"Adventure, Family, Fantasy"
2190,The Karate Kid Part II,"Adventure, Drama, Action, Romance, Family"
2191,Killing Them Softly,"Crime, Thriller"
2192,Butch Cassidy and the Sundance Kid,Western
2193,The Pope's Exorcist,"Horror, Thriller"
2194,Dorian Gray,"Fantasy, Drama, Thriller"
2195,Holidate,"Comedy, Romance"
2196,Demolition,"Comedy, Drama"
2197,Triple 9,"Action, Crime, Adventure, Thriller"
2198,The Lego Movie 2: The Second Part,"Action, Adventure, Animation, Comedy, Family"
2199,Magic in the Moonlight,"Comedy, Drama, Romance"
2200,Eddie the Eagle,"Comedy, Drama, History, Adventure"
2201,Poseidon,"Adventure, Action, Drama, Thriller"
